file_name,method,seed_ann_id,channel,mpp,tightened_base_size,bbox_method,bbox_center_tolerance,seed_agreement_flagged,seed_n_agreement_pool,seed_n_after_border,seed_n_after_foreground,match_radius_px,n_gt_mitotic_eval,recall_at_k,roi_area_mm2,sens@1fp_mm2,sens@2fp_mm2,sens@4fp_mm2,sens@8fp_mm2,sens@16fp_mm2,sens@32fp_mm2,sens@64fp_mm2,k,topk_tp,topk_fp_lookalike,topk_fp_unannotated,n_lookalike_gt,lookalike_attraction_at_k,n_mitotic_gt,mitotic_recall_at_k,lookalike_attraction,mitotic_recall,n_detections_total,n_unanimous,recall_unanimous_at_k,n_contested,recall_contested_at_k,recall_unanimous,recall_contested,all_n_detections,all_tp,all_fp_lookalike,all_fp_unannotated,all_matched_any_gt,all_matched_frac,all_precision_mitotic,all_mitotic_gt_found,all_mitotic_gt_missed,all_lookalike_gt_found,all_lookalike_gt_missed,coverage_frac,nms_radius,n_augmentations,t_match_s,n_peaks,max_peak_score,n_after_nms,n_self_hits,seed_self_score,n_detections,max_detection_score,t_postprocess_s,t_total_s,tumor_type
301.tiff,find_and_suppress,14976,gray_inverted,0.2533,35,binary,0,False,164,162,136,29.6,217,0.30414746543778803,2.0,0.004608294930875576,0.02304147465437788,0.055299539170506916,0.1152073732718894,0.16129032258064516,0.19815668202764977,0.29493087557603687,217,66,11,140,109,0.10091743119266056,217,0.30414746543778803,0.9357798165137615,0.9631336405529954,17030,163,0.3312883435582822,54,0.2222222222222222,0.9570552147239264,0.9814814814814815,17030,209,102,16719,311,0.018261890780973677,0.012272460364062697,209,8,102,7,0.9393,29.61,8,27.08,28487,0.9999986290931702,17031,1,0.9999986290931702,17030,0.9308148622512817,1.89,29.1,canine cutaneous mast cell tumor
201.tiff,find_and_suppress,4469,gray_inverted,0.2482,51,binary,0,False,7,7,6,30.2,17,0.058823529411764705,2.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.23529411764705882,17,1,1,15,49,0.02040816326530612,17,0.058823529411764705,0.4897959183673469,0.6470588235294118,1578,6,0.16666666666666666,11,0.0,0.8333333333333334,0.5454545454545454,1578,11,24,1543,35,0.022179974651443484,0.006970849176167953,11,6,24,25,0.1312,30.22,8,66.18,1667,1.0,1579,1,1.0,1578,0.6393294930458069,0.86,67.1,canine lung cancer
246.tiff,find_and_suppress,6549,gray_inverted,0.2482,51,binary,0,False,100,97,87,30.2,115,0.1565217391304348,2.0,0.008695652173913044,0.043478260869565216,0.043478260869565216,0.05217391304347826,0.08695652173913043,0.13043478260869565,0.1826086956521739,115,18,7,90,123,0.056910569105691054,115,0.1565217391304348,0.056910569105691054,0.1826086956521739,142,99,0.1717171717171717,16,0.0625,0.20202020202020202,0.0625,142,21,7,114,28,0.1971830985901607,0.14788732394262052,21,94,7,116,0.0125,30.22,8,36.0,144,1.0,143,1,1.0,142,0.6231480836868286,0.76,36.8,canine lymphosarcoma
405.tiff,find_and_suppress,20562,gray_inverted,0.2482,51,binary,0,False,10,10,8,30.2,13,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,13,0,0,13,19,0.0,13,0.0,0.9473684210526315,1.0,7946,9,0.0,4,0.0,1.0,1.0,7946,13,18,7915,31,0.00390133400453009,0.0016360432922222958,13,0,18,1,0.6189,30.22,8,28.77,9394,0.9999992847442627,7947,1,0.9999992847442627,7946,0.8437884449958801,0.61,29.4,canine soft tissue sarcoma
002.tiff,find_and_suppress,18,gray_inverted,0.2269,35,binary,0,False,7,7,7,33.1,8,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.125,0.25,8,0,0,8,7,0.0,8,0.0,1.0,1.0,10154,6,0.0,2,0.0,1.0,1.0,10154,8,7,10139,15,0.0014772503446916015,0.0007878668505021875,8,0,7,0,0.6986,33.05,8,24.73,14655,0.999998152256012,10155,1,0.999998152256012,10154,0.863909900188446,0.65,25.4,human breast cancer
506.tiff,find_and_suppress,24233,gray_inverted,0.2274,43,binary,0,False,8,8,8,33.0,11,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,11,0,0,11,12,0.0,11,0.0,0.8333333333333334,0.9090909090909091,6980,7,0.0,4,0.0,0.8571428571428571,1.0,6980,10,10,6960,20,0.002865329512893572,0.001432664756446786,10,1,10,2,0.5076,32.98,8,24.39,8450,0.9999991655349731,6981,1,0.9999991655349731,6980,0.7950921058654785,0.54,25.0,human melanoma
350.tiff,find_and_suppress,18164,gray_inverted,0.2274,41,binary,0,True,4,4,4,33.0,3,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,3,0,0,3,16,0.0,3,0.0,0.9375,1.0,8961,0,,3,0.0,,1.0,8961,3,15,8943,18,0.0020087043856710177,0.00033478406427850296,3,0,15,1,0.6376,32.98,8,24.38,11728,0.9999990463256836,8962,1,0.9999990463256836,8961,0.8267373442649841,0.58,25.0,human neuroendocrine tumor
