check,severity,subset,file_name,seed_index,condition,passed,detail
budget_delivered,halt,testing_35,401.tiff,1,default_51,True,99
budget_delivered,halt,testing_35,401.tiff,1,gray_bbox,True,98
budget_delivered,halt,testing_35,401.tiff,1,hem_bbox,True,98
budget_delivered,halt,testing_35,401.tiff,2,default_51,True,99
budget_delivered,halt,testing_35,401.tiff,2,gray_bbox,True,96
budget_delivered,halt,testing_35,401.tiff,2,hem_bbox,True,97
budget_delivered,halt,testing_35,404.tiff,0,default_51,True,98
budget_delivered,halt,testing_35,404.tiff,0,gray_bbox,True,96
budget_delivered,halt,testing_35,404.tiff,0,hem_bbox,True,96
budget_delivered,halt,testing_35,404.tiff,1,default_51,True,98
budget_delivered,halt,testing_35,404.tiff,1,gray_bbox,True,97
budget_delivered,halt,testing_35,404.tiff,1,hem_bbox,True,97
budget_delivered,halt,testing_35,404.tiff,2,default_51,True,99
budget_delivered,halt,testing_35,404.tiff,2,gray_bbox,True,98
budget_delivered,halt,testing_35,404.tiff,2,hem_bbox,True,99
od_no_nan,halt,original_14,300.tiff,0,default_51,True,
od_no_nan,halt,original_14,300.tiff,0,gray_bbox,True,
od_no_nan,halt,original_14,300.tiff,0,hem_bbox,True,
od_no_nan,halt,original_14,300.tiff,1,default_51,True,
od_no_nan,halt,original_14,300.tiff,1,gray_bbox,True,
od_no_nan,halt,original_14,300.tiff,1,hem_bbox,True,
od_no_nan,halt,original_14,300.tiff,2,default_51,True,
od_no_nan,halt,original_14,300.tiff,2,gray_bbox,True,
od_no_nan,halt,original_14,300.tiff,2,hem_bbox,True,
od_no_nan,halt,original_14,301.tiff,0,default_51,True,
od_no_nan,halt,original_14,301.tiff,0,gray_bbox,True,
od_no_nan,halt,original_14,301.tiff,0,hem_bbox,True,
od_no_nan,halt,original_14,301.tiff,1,default_51,True,
od_no_nan,halt,original_14,301.tiff,1,gray_bbox,True,
od_no_nan,halt,original_14,301.tiff,1,hem_bbox,True,
od_no_nan,halt,original_14,301.tiff,2,default_51,True,
od_no_nan,halt,original_14,301.tiff,2,gray_bbox,True,
od_no_nan,halt,original_14,301.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,322.tiff,0,default_51,True,
od_no_nan,halt,testing_35,322.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,322.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,322.tiff,1,default_51,True,
od_no_nan,halt,testing_35,322.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,322.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,322.tiff,2,default_51,True,
od_no_nan,halt,testing_35,322.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,322.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,337.tiff,0,default_51,True,
od_no_nan,halt,testing_35,337.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,337.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,337.tiff,1,default_51,True,
od_no_nan,halt,testing_35,337.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,337.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,337.tiff,2,default_51,True,
od_no_nan,halt,testing_35,337.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,337.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,339.tiff,0,default_51,True,
od_no_nan,halt,testing_35,339.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,339.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,339.tiff,1,default_51,True,
od_no_nan,halt,testing_35,339.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,339.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,339.tiff,2,default_51,True,
od_no_nan,halt,testing_35,339.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,339.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,343.tiff,0,default_51,True,
od_no_nan,halt,testing_35,343.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,343.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,343.tiff,1,default_51,True,
od_no_nan,halt,testing_35,343.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,343.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,343.tiff,2,default_51,True,
od_no_nan,halt,testing_35,343.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,343.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,344.tiff,0,default_51,True,
od_no_nan,halt,testing_35,344.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,344.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,344.tiff,1,default_51,True,
od_no_nan,halt,testing_35,344.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,344.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,344.tiff,2,default_51,True,
od_no_nan,halt,testing_35,344.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,344.tiff,2,hem_bbox,True,
od_no_nan,halt,original_14,201.tiff,0,default_51,True,
od_no_nan,halt,original_14,201.tiff,0,gray_bbox,True,
od_no_nan,halt,original_14,201.tiff,0,hem_bbox,True,
od_no_nan,halt,original_14,201.tiff,1,default_51,True,
od_no_nan,halt,original_14,201.tiff,1,gray_bbox,True,
od_no_nan,halt,original_14,201.tiff,1,hem_bbox,True,
od_no_nan,halt,original_14,201.tiff,2,default_51,True,
od_no_nan,halt,original_14,201.tiff,2,gray_bbox,True,
od_no_nan,halt,original_14,201.tiff,2,hem_bbox,True,
od_no_nan,halt,original_14,233.tiff,0,default_51,True,
od_no_nan,halt,original_14,233.tiff,0,gray_bbox,True,
od_no_nan,halt,original_14,233.tiff,0,hem_bbox,True,
od_no_nan,halt,original_14,233.tiff,1,default_51,True,
od_no_nan,halt,original_14,233.tiff,1,gray_bbox,True,
od_no_nan,halt,original_14,233.tiff,1,hem_bbox,True,
od_no_nan,halt,original_14,233.tiff,2,default_51,True,
od_no_nan,halt,original_14,233.tiff,2,gray_bbox,True,
od_no_nan,halt,original_14,233.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,211.tiff,0,default_51,True,
od_no_nan,halt,testing_35,211.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,211.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,211.tiff,1,default_51,True,
od_no_nan,halt,testing_35,211.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,211.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,211.tiff,2,default_51,True,
od_no_nan,halt,testing_35,211.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,211.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,220.tiff,0,default_51,True,
od_no_nan,halt,testing_35,220.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,220.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,220.tiff,1,default_51,True,
od_no_nan,halt,testing_35,220.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,220.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,220.tiff,2,default_51,True,
od_no_nan,halt,testing_35,220.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,220.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,230.tiff,0,default_51,True,
od_no_nan,halt,testing_35,230.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,230.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,230.tiff,1,default_51,True,
od_no_nan,halt,testing_35,230.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,230.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,230.tiff,2,default_51,True,
od_no_nan,halt,testing_35,230.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,230.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,235.tiff,0,default_51,True,
od_no_nan,halt,testing_35,235.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,235.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,235.tiff,1,default_51,True,
od_no_nan,halt,testing_35,235.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,235.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,235.tiff,2,default_51,True,
od_no_nan,halt,testing_35,235.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,235.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,242.tiff,0,default_51,True,
od_no_nan,halt,testing_35,242.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,242.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,242.tiff,1,default_51,True,
od_no_nan,halt,testing_35,242.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,242.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,242.tiff,2,default_51,True,
od_no_nan,halt,testing_35,242.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,242.tiff,2,hem_bbox,True,
od_no_nan,halt,original_14,245.tiff,0,default_51,True,
od_no_nan,halt,original_14,245.tiff,0,gray_bbox,True,
od_no_nan,halt,original_14,245.tiff,0,hem_bbox,True,
od_no_nan,halt,original_14,245.tiff,1,default_51,True,
od_no_nan,halt,original_14,245.tiff,1,gray_bbox,True,
od_no_nan,halt,original_14,245.tiff,1,hem_bbox,True,
od_no_nan,halt,original_14,245.tiff,2,default_51,True,
od_no_nan,halt,original_14,245.tiff,2,gray_bbox,True,
od_no_nan,halt,original_14,245.tiff,2,hem_bbox,True,
od_no_nan,halt,original_14,246.tiff,0,default_51,True,
od_no_nan,halt,original_14,246.tiff,0,gray_bbox,True,
od_no_nan,halt,original_14,246.tiff,0,hem_bbox,True,
od_no_nan,halt,original_14,246.tiff,1,default_51,True,
od_no_nan,halt,original_14,246.tiff,1,gray_bbox,True,
od_no_nan,halt,original_14,246.tiff,1,hem_bbox,True,
od_no_nan,halt,original_14,246.tiff,2,default_51,True,
od_no_nan,halt,original_14,246.tiff,2,gray_bbox,True,
od_no_nan,halt,original_14,246.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,249.tiff,0,default_51,True,
od_no_nan,halt,testing_35,249.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,249.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,249.tiff,1,default_51,True,
od_no_nan,halt,testing_35,249.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,249.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,249.tiff,2,default_51,True,
od_no_nan,halt,testing_35,249.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,249.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,284.tiff,0,default_51,True,
od_no_nan,halt,testing_35,284.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,284.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,284.tiff,1,default_51,True,
od_no_nan,halt,testing_35,284.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,284.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,284.tiff,2,default_51,True,
od_no_nan,halt,testing_35,284.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,284.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,289.tiff,0,default_51,True,
od_no_nan,halt,testing_35,289.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,289.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,289.tiff,1,default_51,True,
od_no_nan,halt,testing_35,289.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,289.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,289.tiff,2,default_51,True,
od_no_nan,halt,testing_35,289.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,289.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,291.tiff,0,default_51,True,
od_no_nan,halt,testing_35,291.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,291.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,291.tiff,1,default_51,True,
od_no_nan,halt,testing_35,291.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,291.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,291.tiff,2,default_51,True,
od_no_nan,halt,testing_35,291.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,291.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,293.tiff,0,default_51,True,
od_no_nan,halt,testing_35,293.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,293.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,293.tiff,1,default_51,True,
od_no_nan,halt,testing_35,293.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,293.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,293.tiff,2,default_51,True,
od_no_nan,halt,testing_35,293.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,293.tiff,2,hem_bbox,True,
od_no_nan,halt,original_14,459.tiff,0,default_51,True,
od_no_nan,halt,original_14,459.tiff,0,gray_bbox,True,
od_no_nan,halt,original_14,459.tiff,0,hem_bbox,True,
od_no_nan,halt,original_14,459.tiff,1,default_51,True,
od_no_nan,halt,original_14,459.tiff,1,gray_bbox,True,
od_no_nan,halt,original_14,459.tiff,1,hem_bbox,True,
od_no_nan,halt,original_14,459.tiff,2,default_51,True,
od_no_nan,halt,original_14,459.tiff,2,gray_bbox,True,
od_no_nan,halt,original_14,459.tiff,2,hem_bbox,True,
od_no_nan,halt,original_14,460.tiff,0,default_51,True,
od_no_nan,halt,original_14,460.tiff,0,gray_bbox,True,
od_no_nan,halt,original_14,460.tiff,0,hem_bbox,True,
od_no_nan,halt,original_14,460.tiff,1,default_51,True,
od_no_nan,halt,original_14,460.tiff,1,gray_bbox,True,
od_no_nan,halt,original_14,460.tiff,1,hem_bbox,True,
od_no_nan,halt,original_14,460.tiff,2,default_51,True,
od_no_nan,halt,original_14,460.tiff,2,gray_bbox,True,
od_no_nan,halt,original_14,460.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,410.tiff,0,default_51,True,
od_no_nan,halt,testing_35,410.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,410.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,410.tiff,1,default_51,True,
od_no_nan,halt,testing_35,410.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,410.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,410.tiff,2,default_51,True,
od_no_nan,halt,testing_35,410.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,410.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,425.tiff,0,default_51,True,
od_no_nan,halt,testing_35,425.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,425.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,425.tiff,1,default_51,True,
od_no_nan,halt,testing_35,425.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,425.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,425.tiff,2,default_51,True,
od_no_nan,halt,testing_35,425.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,425.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,435.tiff,0,default_51,True,
od_no_nan,halt,testing_35,435.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,435.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,435.tiff,1,default_51,True,
od_no_nan,halt,testing_35,435.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,435.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,435.tiff,2,default_51,True,
od_no_nan,halt,testing_35,435.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,435.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,462.tiff,0,default_51,True,
od_no_nan,halt,testing_35,462.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,462.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,462.tiff,1,default_51,True,
od_no_nan,halt,testing_35,462.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,462.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,462.tiff,2,default_51,True,
od_no_nan,halt,testing_35,462.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,462.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,499.tiff,0,default_51,True,
od_no_nan,halt,testing_35,499.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,499.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,499.tiff,1,default_51,True,
od_no_nan,halt,testing_35,499.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,499.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,499.tiff,2,default_51,True,
od_no_nan,halt,testing_35,499.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,499.tiff,2,hem_bbox,True,
od_no_nan,halt,original_14,013.tiff,0,default_51,True,
od_no_nan,halt,original_14,013.tiff,0,gray_bbox,True,
od_no_nan,halt,original_14,013.tiff,0,hem_bbox,True,
od_no_nan,halt,original_14,013.tiff,1,default_51,True,
od_no_nan,halt,original_14,013.tiff,1,gray_bbox,True,
od_no_nan,halt,original_14,013.tiff,1,hem_bbox,True,
od_no_nan,halt,original_14,013.tiff,2,default_51,True,
od_no_nan,halt,original_14,013.tiff,2,gray_bbox,True,
od_no_nan,halt,original_14,013.tiff,2,hem_bbox,True,
od_no_nan,halt,original_14,094.tiff,0,default_51,True,
od_no_nan,halt,original_14,094.tiff,0,gray_bbox,True,
od_no_nan,halt,original_14,094.tiff,0,hem_bbox,True,
od_no_nan,halt,original_14,094.tiff,1,default_51,True,
od_no_nan,halt,original_14,094.tiff,1,gray_bbox,True,
od_no_nan,halt,original_14,094.tiff,1,hem_bbox,True,
od_no_nan,halt,original_14,094.tiff,2,default_51,True,
od_no_nan,halt,original_14,094.tiff,2,gray_bbox,True,
od_no_nan,halt,original_14,094.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,007.tiff,0,default_51,True,
od_no_nan,halt,testing_35,007.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,007.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,007.tiff,1,default_51,True,
od_no_nan,halt,testing_35,007.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,007.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,007.tiff,2,default_51,True,
od_no_nan,halt,testing_35,007.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,007.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,072.tiff,0,default_51,True,
od_no_nan,halt,testing_35,072.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,072.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,072.tiff,1,default_51,True,
od_no_nan,halt,testing_35,072.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,072.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,072.tiff,2,default_51,True,
od_no_nan,halt,testing_35,072.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,072.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,100.tiff,0,default_51,True,
od_no_nan,halt,testing_35,100.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,100.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,100.tiff,1,default_51,True,
od_no_nan,halt,testing_35,100.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,100.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,100.tiff,2,default_51,True,
od_no_nan,halt,testing_35,100.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,100.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,123.tiff,0,default_51,True,
od_no_nan,halt,testing_35,123.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,123.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,123.tiff,1,default_51,True,
od_no_nan,halt,testing_35,123.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,123.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,123.tiff,2,default_51,True,
od_no_nan,halt,testing_35,123.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,123.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,128.tiff,0,default_51,True,
od_no_nan,halt,testing_35,128.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,128.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,128.tiff,1,default_51,True,
od_no_nan,halt,testing_35,128.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,128.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,128.tiff,2,default_51,True,
od_no_nan,halt,testing_35,128.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,128.tiff,2,hem_bbox,True,
od_no_nan,halt,original_14,529.tiff,0,default_51,True,
od_no_nan,halt,original_14,529.tiff,0,gray_bbox,True,
od_no_nan,halt,original_14,529.tiff,0,hem_bbox,True,
od_no_nan,halt,original_14,529.tiff,1,default_51,True,
od_no_nan,halt,original_14,529.tiff,1,gray_bbox,True,
od_no_nan,halt,original_14,529.tiff,1,hem_bbox,True,
od_no_nan,halt,original_14,529.tiff,2,default_51,True,
od_no_nan,halt,original_14,529.tiff,2,gray_bbox,True,
od_no_nan,halt,original_14,529.tiff,2,hem_bbox,True,
od_no_nan,halt,original_14,548.tiff,0,default_51,True,
od_no_nan,halt,original_14,548.tiff,0,gray_bbox,True,
od_no_nan,halt,original_14,548.tiff,0,hem_bbox,True,
od_no_nan,halt,original_14,548.tiff,1,default_51,True,
od_no_nan,halt,original_14,548.tiff,1,gray_bbox,True,
od_no_nan,halt,original_14,548.tiff,1,hem_bbox,True,
od_no_nan,halt,original_14,548.tiff,2,default_51,True,
od_no_nan,halt,original_14,548.tiff,2,gray_bbox,True,
od_no_nan,halt,original_14,548.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,509.tiff,0,default_51,True,
od_no_nan,halt,testing_35,509.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,509.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,509.tiff,1,default_51,True,
od_no_nan,halt,testing_35,509.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,509.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,509.tiff,2,default_51,True,
od_no_nan,halt,testing_35,509.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,509.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,524.tiff,0,default_51,True,
od_no_nan,halt,testing_35,524.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,524.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,524.tiff,1,default_51,True,
od_no_nan,halt,testing_35,524.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,524.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,524.tiff,2,default_51,True,
od_no_nan,halt,testing_35,524.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,524.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,527.tiff,0,default_51,True,
od_no_nan,halt,testing_35,527.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,527.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,527.tiff,1,default_51,True,
od_no_nan,halt,testing_35,527.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,527.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,527.tiff,2,default_51,True,
od_no_nan,halt,testing_35,527.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,527.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,546.tiff,0,default_51,True,
od_no_nan,halt,testing_35,546.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,546.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,546.tiff,1,default_51,True,
od_no_nan,halt,testing_35,546.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,546.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,546.tiff,2,default_51,True,
od_no_nan,halt,testing_35,546.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,546.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,549.tiff,0,default_51,True,
od_no_nan,halt,testing_35,549.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,549.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,549.tiff,1,default_51,True,
od_no_nan,halt,testing_35,549.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,549.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,549.tiff,2,default_51,True,
od_no_nan,halt,testing_35,549.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,549.tiff,2,hem_bbox,True,
od_no_nan,halt,original_14,402.tiff,0,default_51,True,
od_no_nan,halt,original_14,402.tiff,0,gray_bbox,True,
od_no_nan,halt,original_14,402.tiff,0,hem_bbox,True,
od_no_nan,halt,original_14,402.tiff,1,default_51,True,
od_no_nan,halt,original_14,402.tiff,1,gray_bbox,True,
od_no_nan,halt,original_14,402.tiff,1,hem_bbox,True,
od_no_nan,halt,original_14,402.tiff,2,default_51,True,
od_no_nan,halt,original_14,402.tiff,2,gray_bbox,True,
od_no_nan,halt,original_14,402.tiff,2,hem_bbox,True,
od_no_nan,halt,original_14,403.tiff,0,default_51,True,
od_no_nan,halt,original_14,403.tiff,0,gray_bbox,True,
od_no_nan,halt,original_14,403.tiff,0,hem_bbox,True,
od_no_nan,halt,original_14,403.tiff,1,default_51,True,
od_no_nan,halt,original_14,403.tiff,1,gray_bbox,True,
od_no_nan,halt,original_14,403.tiff,1,hem_bbox,True,
od_no_nan,halt,original_14,403.tiff,2,default_51,True,
od_no_nan,halt,original_14,403.tiff,2,gray_bbox,True,
od_no_nan,halt,original_14,403.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,353.tiff,0,default_51,True,
od_no_nan,halt,testing_35,353.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,353.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,353.tiff,1,default_51,True,
od_no_nan,halt,testing_35,353.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,353.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,353.tiff,2,default_51,True,
od_no_nan,halt,testing_35,353.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,353.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,364.tiff,0,default_51,True,
od_no_nan,halt,testing_35,364.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,364.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,364.tiff,1,default_51,True,
od_no_nan,halt,testing_35,364.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,364.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,364.tiff,2,default_51,True,
od_no_nan,halt,testing_35,364.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,364.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,400.tiff,0,default_51,True,
od_no_nan,halt,testing_35,400.tiff,0,gray_bbox,True,
od_no_nan,halt,testing_35,400.tiff,0,hem_bbox,True,
od_no_nan,halt,testing_35,400.tiff,1,default_51,True,
od_no_nan,halt,testing_35,400.tiff,1,gray_bbox,True,
od_no_nan,halt,testing_35,400.tiff,1,hem_bbox,True,
od_no_nan,halt,testing_35,400.tiff,2,default_51,True,
od_no_nan,halt,testing_35,400.tiff,2,gray_bbox,True,
od_no_nan,halt,testing_35,400.tiff,2,hem_bbox,True,
od_no_nan,halt,testing_35,401.tiff,0,default_51,True,
od_no_nan,halt,testing_35,401.tiff,0,gray_bbox,True,
